,Unnamed: 0,User Name,Status,Received,Complete,Decision,Type,Sent,grant,GPA,LSAT_x,Last Updated,Year,Law School,match,rank_2018,Tuition,FT Enrollment,Location,threshold,rank_2012,rank_2013,rank_2014,rank_2015,score 2012,score 2013,score 2014,score 2015,score 2009,score 2010,score 2011,rank_2009,rank_2010,rank_2011,rank_2000,rank_2001,rank_2002,rank_2003,rank_2004,rank_2005,rank_2006,rank_2007,rank_2008,rank_1987,rank_1990,rank_1991,rank_1992,rank_1993,rank_1994,rank_1995,rank_1996,rank_1997,rank_1998,rank_1999,Status_Final,Defer,Waitlist,Attend,Withdraw,Part Time,Sent_delta,Decision_delta,Waitlisted,Accepted,Pending,Rejected,ED,SP,grant yes,Attend Reported,Status_Final Reported,unranked,rank_cross,ED_school,ED_cross,SP_school,SP_cross,index,Major,Degree GPA,LSAT 2,LSAT 3,LSAT 1,LSDAS GPA,LSAT,Gender,State,Race2,Years out of Undergrad,group,public,college rank,tuition,groups,social sciences,arts & humanities,business & management,natural sciences,engineering,health professions,other,Athletic/Varsity,Community/Volunteer,Greek,Leadership,Legal Internship,Legal Work Experience,Military,Non-legal Internship,Non-legal Work Experience,Overseas,Strong Letters,Student Societies,EC at all,national_univ,national_lac,midwest_univ,western_univ,north_univ,hbcu,south_univ,western_college,midwest_college,south_college,eng_nodoctorate,north_college,Female,Male,south,west,northeast,midwest,1-2 Years,3-4 Years,In Undergrad,5-9 Years,10+ Years,white,asian and pacific islander,african,"Mixed, probably not urm",hispanic,mexican,puerto rican,Native American or alaskan,neutral,positive,bad,foreign,bad_school,Gender copy,major sum,stem & others,Ranked Nationally,Ranked Regionally,Described Positively,Described Negatively,Described Neutrally,College types reported,rank_2010_cp,unranked_2010,National top 5,National top 6-20,National top 21-50,National below 51,Law unranked,Law top 14,Law top 15-50,Law below 51,minority
42444,42444,Aeternitas,Accepted  W,2006-11-08,2006-12-05,2006-12-07,,2006-11-05,,3.77,170.0,almost 10 years,2006,University of California Berkeley,University of California Berkeley,12.0,"$48,703per year (in-state, full-time); $52,654per year (out-of-state, full-time)",925,"Berkeley, CA",U C Berkeley,9.5,8.0,9.5,9.0,85.0,87.0,83.0,83.0,81.0,84.0,85.0,6.0,6.5,7.5,8.5,9.0,8.5,10.5,13.0,12.0,9.0,8.5,6.0,7.0,13.0,12.0,12.0,12.0,10.0,9.0,12.5,8.0,7.0,10.5,3,0,0,0,1,0,65.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,9.0,0.0,0.0,0.0,0.0,32538,,,170.0,,170.0,3.77,170.0,1.0,california,white,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42446,42446,Aeternitas,"WL, Accepted  A",2006-11-06,2006-11-21,2007-07-14,,2006-11-05,,3.77,170.0,almost 10 years,2006,New York University,New York University,6.0,"$61,622per year (full-time)","1,369","New York, NY",New York U,6.0,6.0,6.0,6.0,89.0,92.0,89.0,88.0,85.0,87.0,87.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,5.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3,0,1,1,-1,0,65.0,251.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,4.5,1.0,0.0,0.0,0.0,32538,,,170.0,,170.0,3.77,170.0,1.0,california,white,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42447,42447,Aeternitas,"WL, Accepted  W",2006-11-10,2006-11-21,2007-06-15,,2006-11-09,36000.0,3.77,170.0,almost 10 years,2006,University of Pennsylvania,University of Pennsylvania,7.0,"$60,988per year (full-time)",749,"Philadelphia, PA",U Pennsylvania,7.5,8.0,7.5,7.0,86.0,87.0,85.0,86.0,80.0,82.0,85.0,7.5,8.0,7.5,12.5,10.5,8.5,7.5,7.5,7.0,7.0,6.5,7.5,10.0,9.0,10.0,10.0,11.0,9.0,11.5,8.0,11.0,9.5,12.5,3,0,1,1,1,0,69.0,218.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,7.0,1.0,0.0,0.0,0.0,32538,,,170.0,,170.0,3.77,170.0,1.0,california,white,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42462,42462,Allie,Waitlisted  ,2006-01-19,,2006-03-31,,2006-01-19,,3.88,155.0,over 11 years,2006,University of North Carolina Chapel Hill,University of North Carolina Chapel Hill,39.0,"$23,551per year (in-state, full-time); $40,182per year (out-of-state, full-time)",634,"Chapel Hill, NC",U North Carolina,32.0,38.0,31.5,33.0,64.0,62.0,59.0,57.0,56.0,62.0,63.0,39.5,32.0,30.5,22.0,24.5,31.0,29.0,27.5,29.0,29.0,39.5,39.5,,21.0,24.5,,,32.0,32.0,34.0,34.0,26.5,21.5,2,0,1,-1,-1,0,140.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,3,0.0,29.0,0.0,0.0,0.0,0.0,2002,international affairs,,,,155.0,3.88,155.0,0.0,north carolina,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42463,42463,Allie,Accepted  ,2006-03-10,,2006-03-22,,2006-02-26,10000.0,3.88,155.0,over 11 years,2006,Elon University,Elon Law School,,"$33,334per year (full-time)",333,"Greensboro, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,-1,-1,0,178.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1,3,1.0,,0.0,0.0,0.0,0.0,2002,international affairs,,,,155.0,3.88,155.0,0.0,north carolina,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,,1.0,0.0,0.0,0.0,0.0
42464,42464,AllroysRevenge,Rejected  ,2007-01-05,2007-01-22,2007-02-13,,2006-12-31,,3.87,164.0,almost 10 years,2006,University of Michigan Ann Arbor,University of Michigan Ann Arbor,8.0,"$55,012per year (in-state, full-time); $58,012per year (out-of-state, full-time)",929,"Ann Arbor, MI",U Michigan,7.5,10.0,9.5,10.5,86.0,86.0,83.0,82.0,79.0,81.0,84.0,10.0,9.0,9.0,7.0,7.5,8.5,7.5,7.5,8.5,9.0,8.5,10.0,3.0,7.0,6.0,6.0,7.0,8.0,9.0,7.0,7.0,9.5,8.5,1,0,0,0,-1,0,121.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,9.0,1.0,0.0,1.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42465,42465,AllroysRevenge,Rejected  ,2006-12-06,2007-01-30,2007-02-20,,2006-12-05,,3.87,164.0,almost 10 years,2006,New York University,New York University,6.0,"$61,622per year (full-time)","1,369","New York, NY",New York U,6.0,6.0,6.0,6.0,89.0,92.0,89.0,88.0,85.0,87.0,87.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,5.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1,0,0,0,-1,0,95.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,4.5,1.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42466,42466,AllroysRevenge,Rejected  ,2006-12-04,2007-01-19,2007-04-30,,2006-12-03,,3.87,164.0,almost 10 years,2006,University of Southern California (Gould),University of Southern California,19.0,"$60,339per year (full-time)",649,"Los Angeles, CA",U Southern California,18.5,18.0,18.0,21.0,73.0,75.0,68.0,65.0,68.0,72.0,71.0,18.0,18.0,18.0,17.0,18.0,19.5,18.0,18.0,18.0,17.5,16.6,18.0,17.5,17.0,16.0,18.0,18.0,18.0,15.0,15.0,15.0,15.0,18.5,1,0,0,0,-1,0,93.0,148.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,17.5,0.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42467,42467,AllroysRevenge,"WL, Rejected  ",2006-12-23,2007-01-26,2007-07-02,,2006-12-22,,3.87,164.0,almost 10 years,2006,Cornell University,Cornell University,13.0,"$61,485per year (full-time)",605,"Ithaca, NY",Cornell U,13.0,14.0,13.0,13.5,80.0,81.0,76.0,76.0,77.0,78.0,78.0,12.5,13.0,13.0,10.5,12.0,13.0,10.5,12.0,12.0,13.0,13.0,12.5,15.0,14.0,13.0,14.0,14.0,11.0,14.0,11.0,12.0,13.0,10.5,1,0,1,0,-1,0,112.0,192.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,13.0,0.0,0.0,1.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42468,42468,AllroysRevenge,Rejected  ,2006-12-06,2007-01-12,2007-03-19,,2006-12-03,,3.87,164.0,almost 10 years,2006,University of Chicago,University of Chicago,4.0,"$59,541per year (full-time)",603,"Chicago, IL",U Chicago,5.0,5.0,4.5,4.5,90.0,93.0,92.0,92.0,80.0,84.0,88.0,7.5,6.5,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,7.5,6.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.5,6.0,1,0,0,0,-1,0,93.0,106.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,6.0,1.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.5,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42469,42469,AllroysRevenge,Rejected  ,2006-12-04,2007-01-19,2007-03-19,,2006-12-03,,3.87,164.0,almost 10 years,2006,University of California Berkeley,University of California Berkeley,12.0,"$48,703per year (in-state, full-time); $52,654per year (out-of-state, full-time)",925,"Berkeley, CA",U C Berkeley,9.5,8.0,9.5,9.0,85.0,87.0,83.0,83.0,81.0,84.0,85.0,6.0,6.5,7.5,8.5,9.0,8.5,10.5,13.0,12.0,9.0,8.5,6.0,7.0,13.0,12.0,12.0,12.0,10.0,9.0,12.5,8.0,7.0,10.5,1,0,0,0,-1,0,93.0,106.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,9.0,0.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.5,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42470,42470,AllroysRevenge,Rejected  ,2007-02-22,2007-03-09,2007-04-26,,2007-02-21,,3.87,164.0,almost 10 years,2006,Georgetown University,Georgetown University PT,15.0,"$57,576per year (full-time)","1,721","Washington, DC",Georgetown U,14.5,13.0,14.0,13.5,77.0,82.0,75.0,76.0,74.0,75.0,77.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,11.0,10.0,13.0,13.0,12.5,14.0,13.0,14.0,1,0,0,0,-1,0,173.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,14.0,1.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42471,42471,AllroysRevenge,Rejected  ,2007-01-03,2007-01-25,2007-04-11,,2007-01-02,,3.87,164.0,almost 10 years,2006,Northwestern University (Pritzker),Northwestern University,10.0,"$59,850per year (full-time)",661,"Chicago, IL",Northwestern U,12.0,12.0,12.0,12.0,82.0,83.0,79.0,79.0,79.0,80.0,82.0,10.0,11.0,11.5,12.5,13.0,11.0,12.5,10.5,10.0,12.0,12.0,10.0,16.0,11.0,14.0,13.0,13.0,12.0,11.5,14.0,13.0,13.0,12.5,1,0,0,0,-1,0,123.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,12.0,1.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42472,42472,AllroysRevenge,Waitlisted  ,2006-12-06,2007-01-04,2007-03-02,,2006-12-03,,3.87,164.0,almost 10 years,2006,University of Pennsylvania,University of Pennsylvania,7.0,"$60,988per year (full-time)",749,"Philadelphia, PA",U Pennsylvania,7.5,8.0,7.5,7.0,86.0,87.0,85.0,86.0,80.0,82.0,85.0,7.5,8.0,7.5,12.5,10.5,8.5,7.5,7.5,7.0,7.0,6.5,7.5,10.0,9.0,10.0,10.0,11.0,9.0,11.5,8.0,11.0,9.5,12.5,2,0,1,0,-1,0,93.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,7.0,1.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42473,42473,AllroysRevenge,Waitlisted  ,2006-12-07,2007-01-09,2007-03-08,,2006-12-06,,3.87,164.0,almost 10 years,2006,University of Virginia,University of Virginia,8.0,"$56,300per year (in-state, full-time); $59,300per year (out-of-state, full-time)",893,"Charlottesville, VA",U Virginia,9.5,8.0,7.5,8.0,85.0,87.0,85.0,84.0,79.0,80.0,83.0,10.0,11.0,10.0,8.5,7.5,8.5,9.0,9.0,8.5,9.0,10.5,10.0,8.0,10.0,8.0,8.0,8.0,14.0,7.0,9.0,9.0,9.5,7.0,2,0,1,0,-1,0,96.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,9.0,1.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42474,42474,AllroysRevenge,Waitlisted  ,2006-12-26,2007-01-08,2007-03-16,,2006-12-22,,3.87,164.0,almost 10 years,2006,Vanderbilt University,Vanderbilt University,17.0,"$53,150per year (full-time)",572,"Nashville, TN",Vanderbilt U,16.5,16.5,15.5,16.5,76.0,77.0,74.0,72.0,72.0,73.0,75.0,15.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,17.5,16.5,15.0,,15.0,17.0,16.0,16.0,15.0,16.0,16.0,17.0,16.0,16.5,2,0,1,0,-1,0,112.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,17.5,0.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42475,42475,AllroysRevenge,Waitlisted  ,2007-01-03,,2007-04-16,,2006-12-22,,3.87,164.0,almost 10 years,2006,University of California Los Angeles,University of California Los Angeles,15.0,"$45,338per year (in-state, full-time); $51,832per year (out-of-state, full-time)",979,"Los Angeles, CA",UCLA,16.5,15.0,17.0,16.5,76.0,78.0,70.0,72.0,71.0,74.0,76.0,16.5,15.5,15.5,16.0,16.0,16.0,16.0,16.0,15.5,15.0,15.0,16.5,14.0,18.0,18.0,17.0,17.0,16.0,24.0,17.0,16.0,17.0,16.5,2,0,1,0,-1,0,112.0,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,15.0,0.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.5,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42476,42476,AllroysRevenge,Waitlisted  W,2006-12-23,,2007-04-11,,2006-12-22,,3.87,164.0,almost 10 years,2006,George Washington University,George Washington University,30.0,"$56,244per year (full-time)","1,460","Washington, DC",George Washington U,20.5,20.5,21.5,21.0,71.0,71.0,66.0,65.0,65.0,63.0,69.0,20.0,28.5,20.0,24.0,24.5,27.5,23.0,21.0,20.5,20.0,22.5,20.0,,23.5,22.5,24.5,21.0,44.0,22.0,22.0,24.0,20.5,25.5,2,0,1,0,1,0,112.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,20.0,0.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,28.5,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42477,42477,AllroysRevenge,Accepted  W,2007-01-05,2007-01-19,2007-03-02,,2007-01-05,,3.87,164.0,almost 10 years,2006,Fordham University,Fordham University,36.0,"$56,146per year (full-time)",993,"New York, NY",Fordham U,32.0,31.0,39.0,37.5,64.0,66.0,56.0,56.0,60.0,62.0,62.0,28.0,32.0,35.5,33.5,32.5,33.5,33.0,35.5,29.0,32.5,26.0,28.0,,,,,,33.5,33.0,28.0,26.0,26.5,41.0,3,0,0,0,1,0,126.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,32.5,1.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42478,42478,AllroysRevenge,Accepted  W,2007-01-09,2007-01-25,2007-02-02,,2007-01-05,75000.0,3.87,164.0,almost 10 years,2006,Loyola Marymount University,Loyola Law School F,65.0,"$52,760per year (full-time)",771,"Los Angeles, CA",Loyola Marymount U,54.5,53.0,72.0,89.5,53.0,55.0,43.0,38.0,47.0,47.0,51.0,64.0,72.5,57.5,,,,73.0,60.5,60.0,67.0,67.5,64.0,,,,,,,,,,,,3,0,0,0,1,0,126.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,67.0,0.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,72.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42479,42479,AllroysRevenge,Accepted  A,2006-12-23,2007-01-16,2007-01-19,,2006-12-22,54000.0,3.87,164.0,almost 10 years,2006,Emory University,Emory University,22.0,"$53,350per year (full-time)",872,"Atlanta, GA",Emory U,32.0,24.5,23.5,19.0,64.0,68.0,65.0,66.0,63.0,66.0,67.0,23.0,21.0,23.5,27.0,29.0,22.5,27.0,24.5,33.0,26.0,22.5,23.0,,23.5,,,,22.0,25.0,23.5,29.0,26.5,28.0,3,0,0,1,-1,0,112.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,26.0,0.0,0.0,0.0,0.0,36452,mathematics,,,,164.0,3.87,164.0,1.0,florida,white,,,,,,neutral,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
